gene	transcript	mean_am_pathogenicity_bin	mean_am_pathogenicity	Approved_Symbol	HGNC_ID
EFHD2	ENST00000375980	2	0.515808663	EFHD2	HGNC:28670
ASB4	ENST00000325885	2	0.515748376	ASB4	HGNC:16009
CPEB4	ENST00000265085	2	0.515724699	CPEB4	HGNC:21747
TIMM8A	ENST00000372902	2	0.515607811	TIMM8A	HGNC:11817
GLDC	ENST00000321612	2	0.51559313	GLDC	HGNC:4313
ATG9A	ENST00000409618	2	0.515566336	ATG9A	HGNC:22408
KCNQ1	ENST00000155840	2	0.515566328	KCNQ1	HGNC:6294
HARS	ENST00000504156	2	0.515557842	HARS1	HGNC:4816
GATM	ENST00000396659	2	0.515462255	GATM	HGNC:4175
RPA2	ENST00000373912	2	0.515435413	RPA2	HGNC:10290
SLC16A7	ENST00000261187	2	0.515418622	SLC16A7	HGNC:10928
PSME2	ENST00000216802	2	0.515396233	PSME2	HGNC:9569
SYT3	ENST00000600079	2	0.515385411	SYT3	HGNC:11511
PITPNM2	ENST00000542749	2	0.515381934	PITPNM2	HGNC:21044
BCLAF1	ENST00000531224	2	0.515376921	BCLAF1	HGNC:16863
PREX2	ENST00000288368	2	0.515307732	PREX2	HGNC:22950
MAP1LC3B2	ENST00000556529	2	0.515298865	MAP1LC3B2	HGNC:34390
PLEKHA1	ENST00000433307	2	0.5152673	PLEKHA1	HGNC:14335
RALBP1	ENST00000383432	2	0.515257664	RALBP1	HGNC:9841
ZDHHC15	ENST00000373367	2	0.515216798	ZDHHC15	HGNC:20342
PFKFB2	ENST00000367080	2	0.515196344	PFKFB2	HGNC:8873
SLC37A4	ENST00000330775	2	0.515182519	SLC37A4	HGNC:4061
KCNG1	ENST00000371571	2	0.515179473	KCNG1	HGNC:6248
NKX2-2	ENST00000377142	2	0.515137779	NKX2-2	HGNC:7835
PRMT2	ENST00000355680	2	0.515132806	PRMT2	HGNC:5186
PSEN1	ENST00000324501	2	0.515041723	PSEN1	HGNC:9508
WDR11	ENST00000263461	2	0.515026435	WDR11	HGNC:13831
TTC13	ENST00000366661	2	0.514963712	TTC13	HGNC:26204
CPNE6	ENST00000397016	2	0.514902399	CPNE6	HGNC:2319
CSRP2BP	ENST00000435364	2	0.514885765	PET117	HGNC:40045
SSTR2	ENST00000357585	2	0.51488125	SSTR2	HGNC:11331
RCAN1	ENST00000313806	2	0.514874476	RCAN1	HGNC:3040
MAZ	ENST00000322945	2	0.514827375	MAZ	HGNC:6914
NIPBL	ENST00000282516	2	0.514820685	NIPBL	HGNC:28862
DLX3	ENST00000434704	2	0.514801918	DLX3	HGNC:2916
MID1IP1	ENST00000336949	2	0.514798427	MID1IP1	HGNC:20715
SBF1	ENST00000348911	2	0.514786434	SBF1	HGNC:10542
PTCHD1	ENST00000379361	2	0.514776067	PTCHD1	HGNC:26392
PPP1R7	ENST00000234038	2	0.514767576	PPP1R7	HGNC:9295
FBXL7	ENST00000504595	2	0.514709999	FBXL7	HGNC:13604
BRAP	ENST00000419234	2	0.514568092	BRAP	HGNC:1099
RBM38	ENST00000356208	2	0.514545175	RBM38	HGNC:15818
MYEF2	ENST00000324324	2	0.51446486	MYEF2	HGNC:17940
HOOK3	ENST00000307602	2	0.514398967	HOOK3	HGNC:23576
FLI1	ENST00000527786	2	0.514325309	FLI1	HGNC:3749
ING2	ENST00000302327	2	0.514272091	ING2	HGNC:6063
TFIP11	ENST00000405938	2	0.514268307	TFIP11	HGNC:17165
LRRC41	ENST00000343304	2	0.514252594	LRRC41	HGNC:16917
TMX2	ENST00000278422	2	0.514227513	TMX2	HGNC:30739
BAI3	ENST00000546190	2	0.514213092	ADGRB3	HGNC:945
PCBP4	ENST00000461554	2	0.514211303	PCBP4	HGNC:8652
IKZF4	ENST00000547167	2	0.514162843	IKZF4	HGNC:13179
PCDH17	ENST00000377918	2	0.514153549	PCDH17	HGNC:14267
RELA	ENST00000406246	2	0.514114362	RELA	HGNC:9955
ROBO1	ENST00000464233	2	0.51409201	ROBO1	HGNC:10249
UBA1	ENST00000335972	2	0.514045774	UBA1	HGNC:12469
SLC25A46	ENST00000355943	2	0.513986896	SLC25A46	HGNC:25198
YKT6	ENST00000223369	2	0.513985344	YKT6	HGNC:16959
PUS7	ENST00000356362	2	0.513981377	PUS7	HGNC:26033
IGFBP5	ENST00000233813	2	0.513921343	IGFBP5	HGNC:5474
ZBTB7C	ENST00000586438	2	0.51392017	ZBTB7C	HGNC:31700
RNF144A	ENST00000320892	2	0.513914387	RNF144A	HGNC:20457
LRRC8D	ENST00000394593	2	0.513904347	LRRC8D	HGNC:16992
RCL1	ENST00000381750	2	0.513893634	RCL1	HGNC:17687
SYT11	ENST00000368324	2	0.513848743	SYT11	HGNC:19239
BCL6B	ENST00000293805	2	0.513805938	BCL6B	HGNC:1002
RTF1	ENST00000389629	2	0.513791043	RTF1	HGNC:28996
DUSP6	ENST00000279488	2	0.513781747	DUSP6	HGNC:3072
BMP4	ENST00000558984	2	0.513724109	BMP4	HGNC:1071
TECTA	ENST00000264037	2	0.513675287	TECTA	HGNC:11720
NT5DC3	ENST00000392876	2	0.51367435	NT5DC3	HGNC:30826
SSR4	ENST00000370086	2	0.513573728	SSR4	HGNC:11326
GALNT16	ENST00000448469	2	0.513536069	GALNT16	HGNC:23233
RAD54L	ENST00000371975	2	0.513509151	RAD54L	HGNC:9826
HES1	ENST00000232424	2	0.513497305	HES1	HGNC:5192
ASB1	ENST00000264607	2	0.513496669	ASB1	HGNC:16011
UST	ENST00000367463	2	0.513472658	UST	HGNC:17223
BEND3	ENST00000429433	2	0.513445975	BEND3	HGNC:23040
KLC4	ENST00000394056	2	0.513442336	KLC4	HGNC:21624
WASF1	ENST00000392588	2	0.513439025	WASF1	HGNC:12732
FBXO21	ENST00000330622	2	0.513395303	FBXO21	HGNC:13592
ADRA2C	ENST00000330055	2	0.513379344	ADRA2C	HGNC:283
RAB43	ENST00000393305	2	0.513366384	RAB43	HGNC:19983
WASL	ENST00000223023	2	0.513349566	WASL	HGNC:12735
OPRD1	ENST00000234961	2	0.513335739	OPRD1	HGNC:8153
BYSL	ENST00000230340	2	0.513326198	BYSL	HGNC:1157
MDGA2	ENST00000426342	2	0.513325181	MDGA2	HGNC:19835
UBQLN2	ENST00000338222	2	0.513322814	UBQLN2	HGNC:12509
LHX3	ENST00000371748	2	0.513319397	LHX3	HGNC:6595
HPSE2	ENST00000370552	2	0.513277578	HPSE2	HGNC:18374
ADCYAP1R1	ENST00000304166	2	0.513253869	ADCYAP1R1	HGNC:242
OVOL2	ENST00000278780	2	0.513174691	OVOL2	HGNC:15804
GABRA4	ENST00000264318	2	0.513161204	GABRA4	HGNC:4078
ACTR10	ENST00000254286	2	0.513153262	ACTR10	HGNC:17372
TMEM68	ENST00000434581	2	0.513105959	TMEM68	HGNC:26510
PIGU	ENST00000217446	2	0.513096663	PIGU	HGNC:15791
SLC12A1	ENST00000380993	2	0.513093806	SLC12A1	HGNC:10910
C12orf66	ENST00000398055	2	0.513083048	KICS2	HGNC:26517
PDE1A	ENST00000410103	2	0.513077688	PDE1A	HGNC:8774
SLC25A35	ENST00000577745	2	0.513031165	SLC25A35	HGNC:31921
IQSEC1	ENST00000273221	2	0.51300229	IQSEC1	HGNC:29112
ESRP1	ENST00000433389	2	0.513002102	ESRP1	HGNC:25966
HIBADH	ENST00000265395	2	0.512997815	HIBADH	HGNC:4907
CHD2	ENST00000394196	2	0.512982932	CHD2	HGNC:1917
PKN1	ENST00000242783	2	0.512952443	PKN1	HGNC:9405
RBMS1	ENST00000348849	2	0.512949834	RBMS1	HGNC:9907
TTC17	ENST00000039989	2	0.512946488	TTC17	HGNC:25596
RPRM	ENST00000325926	2	0.512898262	RPRM	HGNC:24201
NACC1	ENST00000292431	2	0.512881462	NACC1	HGNC:20967
MMP16	ENST00000286614	2	0.512860965	MMP16	HGNC:7162
FARSA	ENST00000314606	2	0.512835174	FARSA	HGNC:3592
MYH4	ENST00000255381	2	0.512831107	MYH4	HGNC:7574
TASP1	ENST00000337743	2	0.512798841	TASP1	HGNC:15859
ALDH1A2	ENST00000249750	2	0.512773097	ALDH1A2	HGNC:15472
COQ10A	ENST00000308197	2	0.512767828	COQ10A	HGNC:26515
REEP3	ENST00000373758	2	0.512752118	REEP3	HGNC:23711
SFT2D1	ENST00000361731	2	0.512724664	SFT2D1	HGNC:21102
WSB2	ENST00000315436	2	0.512710145	WSB2	HGNC:19222
VPS39	ENST00000348544	2	0.512708126	VPS39	HGNC:20593
ACVR1C	ENST00000243349	2	0.512678912	ACVR1C	HGNC:18123
SLC37A2	ENST00000403796	2	0.512659986	SLC37A2	HGNC:20644
SNX33	ENST00000308527	2	0.512641938	SNX33	HGNC:28468
FEN1	ENST00000305885	2	0.512587399	FEN1	HGNC:3650
THBS4	ENST00000350881	2	0.512574618	THBS4	HGNC:11788
PORCN	ENST00000326194	2	0.512558608	PORCN	HGNC:17652
TUBGCP4	ENST00000260383	2	0.512507693	TUBGCP4	HGNC:16691
PCNXL3	ENST00000355703	2	0.512492156	PCNX3	HGNC:18760
DUSP3	ENST00000226004	2	0.512471543	DUSP3	HGNC:3069
TM2D1	ENST00000294613	2	0.512466079	TM2D1	HGNC:24142
HGS	ENST00000329138	2	0.512451373	HGS	HGNC:4897
ZNF362	ENST00000373428	2	0.512440905	ZNF362	HGNC:18079
DPYSL3	ENST00000398514	2	0.512425984	DPYSL3	HGNC:3015
AMY2A	ENST00000414303	2	0.512378807	AMY2A	HGNC:477
KRIT1	ENST00000394505	2	0.512299194	KRIT1	HGNC:1573
C2orf42	ENST00000420306	2	0.512260073	C2orf42	HGNC:26056
BBS5	ENST00000295240	2	0.512246045	BBS5	HGNC:970
STIM1	ENST00000300737	2	0.512223308	STIM1	HGNC:11386
UHMK1	ENST00000489294	2	0.512220335	UHMK1	HGNC:19683
BAI1	ENST00000323289	2	0.512200235	ADGRB1	HGNC:943
BIN1	ENST00000316724	2	0.512196204	BIN1	HGNC:1052
PMPCA	ENST00000371717	2	0.512154733	PMPCA	HGNC:18667
MYOM1	ENST00000356443	2	0.512089596	MYOM1	HGNC:7613
C15orf41	ENST00000437989	2	0.512075209	CDIN1	HGNC:26929
SRGAP3	ENST00000383836	2	0.512056591	SRGAP3	HGNC:19744
CHCHD4	ENST00000396914	2	0.512054753	CHCHD4	HGNC:26467
IQGAP1	ENST00000268182	2	0.512013339	IQGAP1	HGNC:6110
ACO1	ENST00000309951	2	0.511921685	ACO1	HGNC:117
RMND5B	ENST00000313386	2	0.511916219	RMND5B	HGNC:26181
ABCA1	ENST00000374736	2	0.511893776	ABCA1	HGNC:29
FAM46C	ENST00000369448	2	0.511874016	TENT5C	HGNC:24712
REEP5	ENST00000379638	2	0.511856585	REEP5	HGNC:30077
ABCF3	ENST00000429586	2	0.511840595	ABCF3	HGNC:72
CHRM2	ENST00000401861	2	0.51183427	CHRM2	HGNC:1951
TRAF3	ENST00000392745	2	0.511827988	TRAF3	HGNC:12033
LMBR1	ENST00000353442	2	0.511752472	LMBR1	HGNC:13243
ITK	ENST00000422843	2	0.511750281	ITK	HGNC:6171
ROCK2	ENST00000315872	2	0.511723075	ROCK2	HGNC:10252
PIR	ENST00000380421	2	0.511721158	PIR	HGNC:30048
STAU2	ENST00000524300	2	0.511671617	STAU2	HGNC:11371
TYMS	ENST00000323274	2	0.511667342	TYMS	HGNC:12441
NAT10	ENST00000257829	2	0.511662052	NAT10	HGNC:29830
CREBBP	ENST00000262367	2	0.511616725	CREBBP	HGNC:2348
SYNGR1	ENST00000328933	2	0.511586978	SYNGR1	HGNC:11498
PPP1R27	ENST00000330261	2	0.511578866	PPP1R27	HGNC:16813
VSTM2L	ENST00000373461	2	0.511558832	VSTM2L	HGNC:16096
SHISA2	ENST00000319420	2	0.511558198	SHISA2	HGNC:20366
MBOAT7	ENST00000245615	2	0.51149382	MBOAT7	HGNC:15505
PDIA3	ENST00000300289	2	0.51147729	PDIA3	HGNC:4606
LRRC1	ENST00000370888	2	0.511461316	LRRC1	HGNC:14307
EFEMP1	ENST00000394555	2	0.511431851	EFEMP1	HGNC:3218
ARL4D	ENST00000320033	2	0.511411311	ARL4D	HGNC:656
EWSR1	ENST00000397938	2	0.511391436	EWSR1	HGNC:3508
CWC27	ENST00000381070	2	0.51128743	CWC27	HGNC:10664
TNNI3K	ENST00000326637	2	0.51126908	TNNI3K	HGNC:19661
KDM4B	ENST00000159111	2	0.511229112	KDM4B	HGNC:29136
ZNF618	ENST00000374126	2	0.511227921	ZNF618	HGNC:29416
ATP9B	ENST00000426216	2	0.511217288	ATP9B	HGNC:13541
SYPL2	ENST00000369872	2	0.511133821	SYPL2	HGNC:27638
SAMD5	ENST00000367474	2	0.511124578	SAMD5	HGNC:21180
GLRX5	ENST00000331334	2	0.511018889	GLRX5	HGNC:20134
PNCK	ENST00000370150	2	0.511011852	PNCK	HGNC:13415
FLCN	ENST00000285071	2	0.510997128	FLCN	HGNC:27310
NXPH4	ENST00000349394	2	0.510996139	NXPH4	HGNC:8078
UBA5	ENST00000356232	2	0.51092694	UBA5	HGNC:23230
ZSWIM4	ENST00000254323	2	0.510870005	ZSWIM4	HGNC:25704
GTF2H3	ENST00000543341	2	0.51086826	GTF2H3	HGNC:4657
CDC42BPA	ENST00000334218	2	0.510834758	CDC42BPA	HGNC:1737
SHKBP1	ENST00000291842	2	0.510833462	SHKBP1	HGNC:19214
SLC44A1	ENST00000374720	2	0.510812133	SLC44A1	HGNC:18798
AARS	ENST00000261772	2	0.510810831	AARS1	HGNC:20
CELF5	ENST00000292672	2	0.510790453	CELF5	HGNC:14058
OST4	ENST00000429985	2	0.510788978	OST4	HGNC:32483
MMD2	ENST00000404774	2	0.510769609	MMD2	HGNC:30133
GPR139	ENST00000570682	2	0.510750369	GPR139	HGNC:19995
WDR44	ENST00000254029	2	0.510696626	WDR44	HGNC:30512
PTDSS2	ENST00000308020	2	0.510622133	PTDSS2	HGNC:15463
ENC1	ENST00000537006	2	0.510601086	ENC1	HGNC:3345
RASIP1	ENST00000222145	2	0.510553964	RASIP1	HGNC:24716
TMEM259	ENST00000356663	2	0.510537259	TMEM259	HGNC:17039
FBXO46	ENST00000317683	2	0.510515473	FBXO46	HGNC:25069
OLIG3	ENST00000367734	2	0.510494886	OLIG3	HGNC:18003
SLC7A7	ENST00000397528	2	0.510461085	SLC7A7	HGNC:11065
C7orf60	ENST00000297145	2	0.510458642	BMT2	HGNC:26475
HBE1	ENST00000292896	2	0.510416127	HBE1	HGNC:4830
RBM42	ENST00000262633	2	0.510408639	RBM42	HGNC:28117
PGK2	ENST00000304801	2	0.510371679	PGK2	HGNC:8898
SCYL2	ENST00000360820	2	0.510339049	SCYL2	HGNC:19286
FBXO32	ENST00000517956	2	0.510319991	FBXO32	HGNC:16731
CTPS2	ENST00000380241	2	0.510319216	CTPS2	HGNC:2520
SLC24A4	ENST00000532405	2	0.510282625	SLC24A4	HGNC:10978
CAMTA1	ENST00000303635	2	0.510220929	CAMTA1	HGNC:18806
PELO	ENST00000274311	2	0.510179969	PELO	HGNC:8829
ITPK1	ENST00000556603	2	0.510163652	ITPK1	HGNC:6177
ANO1	ENST00000355303	2	0.510160819	ANO1	HGNC:21625
C9orf41	ENST00000376834	2	0.510089662	CARNMT1	HGNC:23435
EIF3J	ENST00000261868	2	0.510048114	EIF3J	HGNC:3270
ASTN2	ENST00000313400	2	0.51004093	ASTN2	HGNC:17021
PAK4	ENST00000360442	2	0.509986742	PAK4	HGNC:16059
ADCY1	ENST00000297323	2	0.509982496	ADCY1	HGNC:232
COLGALT1	ENST00000252599	2	0.50995755	COLGALT1	HGNC:26182
GUK1	ENST00000366716	2	0.509937565	GUK1	HGNC:4693
TRIM54	ENST00000380075	2	0.509915952	TRIM54	HGNC:16008
INHBB	ENST00000295228	2	0.509911838	INHBB	HGNC:6067
C7orf73	ENST00000507606	2	0.509829019	STMP1	HGNC:41909
ZNF410	ENST00000555044	2	0.509790009	ZNF410	HGNC:20144
PFKFB3	ENST00000379775	2	0.509783338	PFKFB3	HGNC:8874
EXOSC1	ENST00000370902	2	0.509782616	EXOSC1	HGNC:17286
TSPAN9	ENST00000011898	2	0.50967276	TSPAN9	HGNC:21640
ZBTB2	ENST00000325144	2	0.509665716	ZBTB2	HGNC:20868
CACYBP	ENST00000367679	2	0.509633897	CACYBP	HGNC:30423
PAQR8	ENST00000360726	2	0.509623321	PAQR8	HGNC:15708
TRIQK	ENST00000519969	2	0.50962272	TRIQK	HGNC:27828
SLC9A7	ENST00000328306	2	0.50961293	SLC9A7	HGNC:17123
SH3BP5L	ENST00000366472	2	0.509596908	SH3BP5L	HGNC:29360
C17orf49	ENST00000439424	2	0.509585882	C17orf49	HGNC:28737
PPA1	ENST00000373232	2	0.509580581	PPA1	HGNC:9226
FAM131B	ENST00000409222	2	0.509579338	FAM131B	HGNC:22202
KBTBD4	ENST00000395288	2	0.509576433	KBTBD4	HGNC:23761
NT5C1A	ENST00000235628	2	0.509521969	NT5C1A	HGNC:17819
ME2	ENST00000321341	2	0.509494263	ME2	HGNC:6984
CLDN10	ENST00000299339	2	0.509493827	CLDN10	HGNC:2033
ZRANB1	ENST00000359653	2	0.509437566	ZRANB1	HGNC:18224
GRID1	ENST00000327946	2	0.509414553	GRID1	HGNC:4575
CBFA2T2	ENST00000346541	2	0.509405967	CBFA2T2	HGNC:1536
NXF1	ENST00000532297	2	0.509381002	NXF1	HGNC:8071
RNF20	ENST00000389120	2	0.509375735	RNF20	HGNC:10062
NDUFV2	ENST00000318388	2	0.509359339	NDUFV2	HGNC:7717
DAAM2	ENST00000398904	2	0.509347505	DAAM2	HGNC:18143
PPFIA1	ENST00000253925	2	0.509335659	PPFIA1	HGNC:9245
FAF1	ENST00000396153	2	0.509334328	FAF1	HGNC:3578
ST8SIA1	ENST00000396037	2	0.509290747	ST8SIA1	HGNC:10869
TMCC2	ENST00000358024	2	0.509228667	TMCC2	HGNC:24239
ZBTB48	ENST00000377674	2	0.509215478	ZBTB48	HGNC:4930
TMCC1	ENST00000393238	2	0.509155649	TMCC1	HGNC:29116
MBNL2	ENST00000376673	2	0.509127568	MBNL2	HGNC:16746
PLCB1	ENST00000338037	2	0.509032458	PLCB1	HGNC:15917
TIPRL	ENST00000367833	2	0.509028849	TIPRL	HGNC:30231
POU1F1	ENST00000350375	2	0.509028484	POU1F1	HGNC:9210
BARHL2	ENST00000370445	2	0.509024115	BARHL2	HGNC:954
CEBPB	ENST00000303004	2	0.508990224	CEBPB	HGNC:1834
ATP6V1G2	ENST00000303892	2	0.50895061	ATP6V1G2	HGNC:862
ARL6	ENST00000463745	2	0.508949207	ARL6	HGNC:13210
EPHA2	ENST00000358432	2	0.508946712	EPHA2	HGNC:3386
MGAT3	ENST00000341184	2	0.508867921	MGAT3	HGNC:7046
CDH2	ENST00000269141	2	0.508794847	CDH2	HGNC:1759
DCAF11	ENST00000446197	2	0.508791822	DCAF11	HGNC:20258
GNG7	ENST00000382159	2	0.508781439	GNG7	HGNC:4410
TOMM6	ENST00000398881	2	0.5087648	TOMM6	HGNC:34528
CPE	ENST00000402744	2	0.508745321	CPE	HGNC:2303
HTR1A	ENST00000323865	2	0.508720869	HTR1A	HGNC:5286
UBE3C	ENST00000348165	2	0.508676039	UBE3C	HGNC:16803
E2F4	ENST00000379378	2	0.508635678	E2F4	HGNC:3118
RWDD1	ENST00000466444	2	0.508613983	RWDD1	HGNC:20993
ROGDI	ENST00000322048	2	0.508556608	ROGDI	HGNC:29478
ZNF32	ENST00000374433	2	0.508541399	ZNF32	HGNC:13095
CACNA2D3	ENST00000288197	2	0.50853149	CACNA2D3	HGNC:15460
NAT8L	ENST00000423729	2	0.508523701	NAT8L	HGNC:26742
CASQ1	ENST00000368078	2	0.508480161	CASQ1	HGNC:1512
FLOT1	ENST00000376389	2	0.508477599	FLOT1	HGNC:3757
HMGCR	ENST00000287936	2	0.508441331	HMGCR	HGNC:5006
OTUD7A	ENST00000307050	2	0.508439425	OTUD7A	HGNC:20718
KLF1	ENST00000264834	2	0.508425581	KLF1	HGNC:6345
ZBTB42	ENST00000342537	2	0.508408949	ZBTB42	HGNC:32550
KLF3	ENST00000261438	2	0.508402709	KLF3	HGNC:16516
ATP5G2	ENST00000338662	2	0.508317923	ATP5MC2	HGNC:842
CELA2A	ENST00000359621	2	0.508300662	CELA2A	HGNC:24609
C20orf112	ENST00000359676	2	0.508257089	NOL4L	HGNC:16106
NFYC	ENST00000308733	2	0.50820966	NFYC	HGNC:7806
DHX30	ENST00000446256	2	0.508175147	DHX30	HGNC:16716
SLC23A1	ENST00000348729	2	0.508154341	SLC23A1	HGNC:10974
ARHGDIB	ENST00000541546	2	0.50815013	ARHGDIB	HGNC:679
KCNJ11	ENST00000339994	2	0.508116056	KCNJ11	HGNC:6257
ZNF319	ENST00000299237	2	0.50810915	ZNF319	HGNC:13644
YTHDC1	ENST00000344157	2	0.508087714	YTHDC1	HGNC:30626
SOGA3	ENST00000525778	2	0.50808177	MTCL3	HGNC:21494
SOD2	ENST00000367055	2	0.50807921	SOD2	HGNC:11180
SMOC1	ENST00000381280	2	0.508057045	SMOC1	HGNC:20318
LPAR3	ENST00000370611	2	0.508042752	LPAR3	HGNC:14298
KRT14	ENST00000167586	2	0.508026344	KRT14	HGNC:6416
LONP2	ENST00000285737	2	0.508011645	LONP2	HGNC:20598
CEBPA	ENST00000498907	2	0.507950596	CEBPA	HGNC:1833
ZFX	ENST00000304543	2	0.507946746	ZFX	HGNC:12869
UBE2J1	ENST00000435041	2	0.507906876	UBE2J1	HGNC:17598
SLC1A6	ENST00000221742	2	0.50786984	SLC1A6	HGNC:10944
TTC39C	ENST00000317571	2	0.507855333	TTC39C	HGNC:26595
RBFOX1	ENST00000547338	2	0.507848077	RBFOX1	HGNC:18222
XKR6	ENST00000416569	2	0.507754624	XKR6	HGNC:27806
C11orf73	ENST00000278483	2	0.507747894	HIKESHI	HGNC:26938
TPP2	ENST00000376065	2	0.507696818	TPP2	HGNC:12016
RAB28	ENST00000330852	2	0.507635227	RAB28	HGNC:9768
PAQR4	ENST00000318782	2	0.507608194	PAQR4	HGNC:26386
TACR1	ENST00000305249	2	0.507590159	TACR1	HGNC:11526
PRKAR2B	ENST00000265717	2	0.507583394	PRKAR2B	HGNC:9392
USP20	ENST00000358355	2	0.507539612	USP20	HGNC:12619
RAB32	ENST00000367495	2	0.507523546	RAB32	HGNC:9772
ZRANB2	ENST00000370920	2	0.507512442	ZRANB2	HGNC:13058
TBX3	ENST00000257566	2	0.507489098	TBX3	HGNC:11602
SPAG9	ENST00000262013	2	0.507482509	SPAG9	HGNC:14524
LANCL3	ENST00000378619	2	0.507482185	LANCL3	HGNC:24767
LGI1	ENST00000371418	2	0.507469325	LGI1	HGNC:6572
RFK	ENST00000376736	2	0.507442109	RFK	HGNC:30324
OLFM2	ENST00000264833	2	0.507435163	OLFM2	HGNC:17189
EDEM2	ENST00000374492	2	0.507375905	EDEM2	HGNC:15877
ZBTB47	ENST00000232974	2	0.507374095	ZBTB47	HGNC:26955
SELENBP1	ENST00000368868	2	0.507345016	SELENBP1	HGNC:10719
TGFB3	ENST00000238682	2	0.50731887	TGFB3	HGNC:11769
NDRG3	ENST00000349004	2	0.507271229	NDRG3	HGNC:14462
PES1	ENST00000354694	2	0.507270942	PES1	HGNC:8848
NUP35	ENST00000295119	2	0.50725601	NUP35	HGNC:29797
AIFM1	ENST00000287295	2	0.507242854	AIFM1	HGNC:8768
PARD3	ENST00000374789	2	0.507238203	PARD3	HGNC:16051
PEPD	ENST00000244137	2	0.507189185	PEPD	HGNC:8840
FZD3	ENST00000240093	2	0.507152246	FZD3	HGNC:4041
AEBP2	ENST00000398864	2	0.507118428	AEBP2	HGNC:24051
XPOT	ENST00000332707	2	0.507111224	XPOT	HGNC:12826
STXBP2	ENST00000221283	2	0.507103305	STXBP2	HGNC:11445
ZBTB43	ENST00000373457	2	0.507080021	ZBTB43	HGNC:17908
MEGF8	ENST00000251268	2	0.507071836	MEGF8	HGNC:3233
HERC2	ENST00000261609	2	0.507066439	HERC2	HGNC:4868
PIKFYVE	ENST00000264380	2	0.507041123	PIKFYVE	HGNC:23785
NUDT10	ENST00000356450	2	0.507020385	NUDT10	HGNC:17621
COL5A1	ENST00000371817	2	0.506927606	COL5A1	HGNC:2209
PHTF2	ENST00000248550	2	0.506876711	PHTF2	HGNC:13411
CGGBP1	ENST00000462901	2	0.506872855	CGGBP1	HGNC:1888
UBQLN4	ENST00000368309	2	0.506849467	UBQLN4	HGNC:1237
C19orf66	ENST00000253110	2	0.506814705	SHFL	HGNC:25649
APH1A	ENST00000369109	2	0.506761179	APH1A	HGNC:29509
SNAP91	ENST00000521743	2	0.50675176	SNAP91	HGNC:14986
FABP5	ENST00000297258	2	0.506741909	FABP5	HGNC:3560
CTSB	ENST00000534510	2	0.506712922	CTSB	HGNC:2527
TKT	ENST00000423525	2	0.506664236	TKT	HGNC:11834
ATF7	ENST00000456903	2	0.506658069	ATF7	HGNC:792
KLK1	ENST00000301420	2	0.506653484	KLK1	HGNC:6357
TES	ENST00000358204	2	0.506609393	TES	HGNC:14620
DNMT3B	ENST00000328111	2	0.506592719	DNMT3B	HGNC:2979
EXOC3	ENST00000315013	2	0.506592329	EXOC3	HGNC:30378
CCNJ	ENST00000265992	2	0.506567284	CCNJ	HGNC:23434
TSPAN6	ENST00000373020	2	0.506509894	TSPAN6	HGNC:11858
FAM160B1	ENST00000369248	2	0.506498498	FHIP2A	HGNC:29320
SLC30A5	ENST00000396591	2	0.506494178	SLC30A5	HGNC:19089
H2AFY2	ENST00000373255	2	0.506468614	MACROH2A2	HGNC:14453
GALR1	ENST00000299727	2	0.506460763	GALR1	HGNC:4132
CBX6	ENST00000407418	2	0.506458082	CBX6	HGNC:1556
ALDH1L1	ENST00000393434	2	0.506414569	ALDH1L1	HGNC:3978
ASL	ENST00000395332	2	0.50641131	ASL	HGNC:746
NEUROD2	ENST00000302584	2	0.506405846	NEUROD2	HGNC:7763
TUBA3E	ENST00000312988	2	0.506371332	TUBA3E	HGNC:20765
UPK1B	ENST00000264234	2	0.506354828	UPK1B	HGNC:12578
PICALM	ENST00000393346	2	0.506317434	PICALM	HGNC:15514
EIF2B1	ENST00000424014	2	0.506290189	EIF2B1	HGNC:3257
TBC1D7	ENST00000379300	2	0.506285681	TBC1D7	HGNC:21066
ICA1	ENST00000396675	2	0.506277205	ICA1	HGNC:5343
C21orf33	ENST00000291577	2	0.506244979	GATD3	HGNC:1273
WHSC1L1	ENST00000317025	2	0.506215452	NSD3	HGNC:12767
FBXL19	ENST00000380310	2	0.506214595	FBXL19	HGNC:25300
TXLNA	ENST00000373609	2	0.506196419	TXLNA	HGNC:30685
DNAJC11	ENST00000377577	2	0.506176466	DNAJC11	HGNC:25570
EFNB1	ENST00000204961	2	0.506172528	EFNB1	HGNC:3226
PARP11	ENST00000228820	2	0.506149311	PARP11	HGNC:1186
TMEM165	ENST00000381334	2	0.506091115	TMEM165	HGNC:30760
GAS7	ENST00000432992	2	0.506062452	GAS7	HGNC:4169
NXN	ENST00000336868	2	0.506062377	NXN	HGNC:18008
VPS72	ENST00000368892	2	0.505943895	VPS72	HGNC:11644
EVI5L	ENST00000270530	2	0.505856231	EVI5L	HGNC:30464
PDE4A	ENST00000380702	2	0.505849242	PDE4A	HGNC:8780
CHST2	ENST00000309575	2	0.505815905	CHST2	HGNC:1970
KIAA0196	ENST00000318410	2	0.505761045	WASHC5	HGNC:28984
SUCLG1	ENST00000393868	2	0.505751927	SUCLG1	HGNC:11449
PLOD2	ENST00000360060	2	0.505729101	PLOD2	HGNC:9082
PNPLA6	ENST00000414982	2	0.505617708	PNPLA6	HGNC:16268
