HGNC ID	Status	Approved symbol	Approved name	Previous symbol
HGNC:28543	Approved	CYP1B1-AS1	CYP1B1 antisense RNA 1	C2orf58
HGNC:39968	Approved	CYP1D1P	cytochrome P450 family 1 subfamily D member 1, pseudogene	
HGNC:2607	Entry Withdrawn	CYP2A	cytochrome P450 family 2 subfamily A	CYP1
HGNC:2610	Approved	CYP2A6	cytochrome P450 family 2 subfamily A member 6	CYP2A3
HGNC:2611	Approved	CYP2A7	cytochrome P450 family 2 subfamily A member 7	
HGNC:2612	Approved	CYP2A7P1	cytochrome P450 family 2 subfamily A member 7 pseudogene 1	
HGNC:2613	Approved	CYP2A7P2	cytochrome P450 family 2 subfamily A member 7 pseudogene 2	
HGNC:2608	Approved	CYP2A13	cytochrome P450 family 2 subfamily A member 13	
HGNC:39975	Approved	CYP2AB1P	cytochrome P450 family 2 subfamily AB member 1, pseudogene	
HGNC:39976	Approved	CYP2AC1P	cytochrome P450 family 2 subfamily AC member 1, pseudogene	
HGNC:2615	Approved	CYP2B6	cytochrome P450 family 2 subfamily B member 6	CYP2B
HGNC:2616	Approved	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene	CYP2B7P1
HGNC:2622	Approved	CYP2C8	cytochrome P450 family 2 subfamily C member 8	
HGNC:2623	Approved	CYP2C9	cytochrome P450 family 2 subfamily C member 9	CYP2C10
HGNC:2620	Approved	CYP2C18	cytochrome P450 family 2 subfamily C member 18	CYP2C17
HGNC:2621	Approved	CYP2C19	cytochrome P450 family 2 subfamily C member 19	CYP2C
HGNC:39970	Approved	CYP2C23P	cytochrome P450 family 2 subfamily C member 23, pseudogene	CYP2C62P
HGNC:39971	Approved	CYP2C56P	cytochrome P450 family 2 subfamily C member 56, pseudogene	
HGNC:39969	Approved	CYP2C58P	cytochrome P450 family 2 subfamily C member 58, pseudogene	
HGNC:42406	Approved	CYP2C59P	cytochrome P450 family 2 subfamily C member 59, pseudogene	
HGNC:42410	Approved	CYP2C60P	cytochrome P450 family 2 subfamily C member 60, pseudogene	
HGNC:39972	Approved	CYP2C61P	cytochrome P450 family 2 subfamily C member 61, pseudogene	
HGNC:42411	Approved	CYP2C63P	cytochrome P450 family 2 subfamily C member 63, pseudogene	
HGNC:39974	Approved	CYP2C64P	cytochrome P450 family 2 subfamily C member 64, pseudogene	
HGNC:42405	Approved	CYP2C115P	cytochrome P450 family 2 subfamily C member 115, pseudogene	
HGNC:2625	Approved	CYP2D6	cytochrome P450 family 2 subfamily D member 6	CYP2DL1
HGNC:2625	Approved	CYP2D6	cytochrome P450 family 2 subfamily D member 6	CYP2D7P2
HGNC:2625	Approved	CYP2D6	cytochrome P450 family 2 subfamily D member 6	CYP2D7BP
HGNC:2625	Approved	CYP2D6	cytochrome P450 family 2 subfamily D member 6	CYP2D8P2
HGNC:2625	Approved	CYP2D6	cytochrome P450 family 2 subfamily D member 6	CYP2D7AP
HGNC:2624	Approved	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	CYP2D
HGNC:2624	Approved	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	CYP2D@
HGNC:2624	Approved	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	CYP2D7P1
HGNC:2624	Approved	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	CYP2D7P
HGNC:2628	Approved	CYP2D8P	ccytochrome P450 family 2 subfamily D member 8, pseudogene	CYP2DP1
HGNC:2628	Approved	CYP2D8P	ccytochrome P450 family 2 subfamily D member 8, pseudogene	CYP2D8P1
HGNC:2631	Approved	CYP2E1	cytochrome P450 family 2 subfamily E member 1	CYP2E
HGNC:2632	Approved	CYP2F1	cytochrome P450 family 2 subfamily F member 1	CYP2F
HGNC:18851	Approved	CYP2F2P	cytochrome P450 family 2 subfamily F member 2, pseudogene	CYP2F1P
HGNC:2633	Approved	CYP2G1P	cytochrome P450 family 2 subfamily G member 1, pseudogene	CYP2G1
HGNC:15653	Approved	CYP2G2P	cytochrome P450 family 2 subfamily G member 2, pseudogene	CYP2G2
HGNC:2634	Approved	CYP2J2	cytochrome P450 family 2 subfamily J member 2	
HGNC:20580	Approved	CYP2R1	cytochrome P450 family 2 subfamily R member 1	
HGNC:15654	Approved	CYP2S1	cytochrome P450 family 2 subfamily S member 1	
HGNC:18852	Approved	CYP2T1P	cytochrome P450 family 2 subfamily T member 1, pseudogene	CYP2T2P
HGNC:18853	Approved	CYP2T3P	cytochrome P450 family 2 subfamily T member 3, pseudogene	
HGNC:20582	Approved	CYP2U1	cytochrome P450 family 2 subfamily U member 1	SPG56
HGNC:54817	Approved	CYP2U1-AS1	CYP2U1 and SGMS2 antisense RNA 1	
HGNC:20243	Approved	CYP2W1	cytochrome P450 family 2 subfamily W member 1	
HGNC:2635	Entry Withdrawn	CYP3A	cytochrome P450, family 3, subfamily A	CYP3
HGNC:2637	Approved	CYP3A4	cytochrome P450 family 3 subfamily A member 4	CYP3A3
HGNC:2638	Approved	CYP3A5	cytochrome P450 family 3 subfamily A member 5	
HGNC:18850	Entry Withdrawn	CYP3A5P2	cytochrome P450, family 3, subfamily A, polypeptide 5 pseudogene 2	
HGNC:2640	Approved	CYP3A7	cytochrome P450 family 3 subfamily A member 7	
HGNC:51504	Approved	CYP3A7-CYP3A51P	CYP3A7-CYP3A51P readthrough	
HGNC:17450	Approved	CYP3A43	cytochrome P450 family 3 subfamily A member 43	
HGNC:42418	Approved	CYP3A51P	cytochrome P450 family 3 subfamily A member 51, pseudogene	CYP3A5P1
HGNC:42412	Approved	CYP3A52P	cytochrome P450 family 3 subfamily A member 52, pseudogene	
HGNC:42413	Approved	CYP3A54P	cytochrome P450 family 3 subfamily A member 54, pseudogene	
HGNC:42419	Approved	CYP3A137P	cytochrome P450 family 3 subfamily A member 137, pseudogene	
HGNC:2642	Approved	CYP4A11	cytochrome P450 family 4 subfamily A member 11	CYP4A2
HGNC:20575	Approved	CYP4A22	cytochrome P450 family 4 subfamily A member 22	
HGNC:43715	Approved	CYP4A22-AS1	CYP4A22 antisense RNA 1	
HGNC:39980	Approved	CYP4A26P	cytochrome P450 family 4 subfamily A member 26, pseudogene	
HGNC:42414	Approved	CYP4A27P	cytochrome P450 family 4 subfamily A member 27, pseudogene	
HGNC:42417	Approved	CYP4A43P	cytochrome P450 family 4 subfamily A member 43, pseudogene	
HGNC:42416	Approved	CYP4A44P	cytochrome P450 family 4 subfamily A member 44, pseudogene	
HGNC:2644	Approved	CYP4B1	cytochrome P450 family 4 subfamily B member 1	
HGNC:2645	Approved	CYP4F2	cytochrome P450 family 4 subfamily F member 2	
HGNC:2646	Approved	CYP4F3	cytochrome P450 family 4 subfamily F member 3	LTB4H
HGNC:2648	Approved	CYP4F8	cytochrome P450 family 4 subfamily F member 8	
HGNC:39940	Approved	CYP4F9P	cytochrome P450 family 4 subfamily F member 9, pseudogene	
HGNC:39943	Approved	CYP4F10P	cytochrome P450 family 4 subfamily F member 10, pseudogene	
HGNC:13265	Approved	CYP4F11	cytochrome P450 family 4 subfamily F member 11	
HGNC:18857	Approved	CYP4F12	cytochrome P450 family 4 subfamily F member 12	
HGNC:26820	Approved	CYP4F22	cytochrome P450 family 4 subfamily F member 22	
HGNC:39944	Approved	CYP4F23P	cytochrome P450 family 4 subfamily F member 23, pseudogene	
HGNC:39945	Approved	CYP4F24P	cytochrome P450 family 4 subfamily F member 24, pseudogene	
HGNC:39949	Approved	CYP4F25P	cytochrome P450 family 4 subfamily F member 25, pseudogene	
HGNC:39948	Approved	CYP4F26P	cytochrome P450 family 4 subfamily F member 26, pseudogene	
HGNC:39946	Approved	CYP4F27P	cytochrome P450 family 4 subfamily F member 27, pseudogene	
HGNC:2647	Approved	CYP4F29P	cytochrome P450 family 4 subfamily F member 29, pseudogene	C21orf15
HGNC:2647	Approved	CYP4F29P	cytochrome P450 family 4 subfamily F member 29, pseudogene	CYP4F3LP
HGNC:25270	Approved	CYP4F30P	cytochrome P450 family 4 subfamily F member 30, pseudogene	C2orf14
HGNC:39955	Approved	CYP4F31P	cytochrome P450 family 4 subfamily F member 31, pseudogene	
HGNC:39951	Approved	CYP4F32P	cytochrome P450 family 4 subfamily F member 32, pseudogene	
HGNC:39952	Approved	CYP4F33P	cytochrome P450 family 4 subfamily F member 33, pseudogene	
HGNC:39953	Approved	CYP4F34P	cytochrome P450 family 4 subfamily F member 34, pseudogene	
HGNC:39954	Approved	CYP4F35P	cytochrome P450 family 4 subfamily F member 35, pseudogene	
HGNC:42407	Approved	CYP4F36P	cytochrome P450 family 4 subfamily F member 36, pseudogene	
HGNC:39957	Approved	CYP4F44P	cytochrome P450 family 4 subfamily F member 44, pseudogene	
HGNC:39950	Approved	CYP4F45P	cytochrome P450 family 4 subfamily F member 45, pseudogene	
HGNC:39947	Approved	CYP4F59P	cytochrome P450 family 4 subfamily F member 59, pseudogene	
HGNC:42468	Approved	CYP4F60P	cytochrome P450 family 4 subfamily F member 60, pseudogene	
HGNC:42469	Approved	CYP4F61P	cytochrome P450 family 4 subfamily F member 61, pseudogene	
HGNC:39956	Approved	CYP4F62P	cytochrome P450 family 4 subfamily F member 62, pseudogene	CYP4F43P
HGNC:23198	Approved	CYP4V2	cytochrome P450 family 4 subfamily V member 2	
HGNC:20244	Approved	CYP4X1	cytochrome P450 family 4 subfamily X member 1	
HGNC:20583	Approved	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1	
HGNC:24426	Approved	CYP4Z2P	cytochrome P450 family 4 subfamily Z member 2, pseudogene	
HGNC:2651	Approved	CYP7A1	cytochrome P450 family 7 subfamily A member 1	CYP7
HGNC:2652	Approved	CYP7B1	cytochrome P450 family 7 subfamily B member 1	SPG5A
HGNC:2653	Approved	CYP8B1	cytochrome P450 family 8 subfamily B member 1	
HGNC:2590	Approved	CYP11A1	cytochrome P450 family 11 subfamily A member 1	CYP11A
HGNC:2591	Approved	CYP11B1	cytochrome P450 family 11 subfamily B member 1	CYP11B
HGNC:2592	Approved	CYP11B2	cytochrome P450 family 11 subfamily B member 2	CYP11B
HGNC:2593	Approved	CYP17A1	cytochrome P450 family 17 subfamily A member 1	CYP17
HGNC:31671	Approved	CYP17A1-AS1	CYP17A1 antisense RNA 1	CYP17A1OS
HGNC:2594	Approved	CYP19A1	cytochrome P450 family 19 subfamily A member 1	CYP19
HGNC:20576	Approved	CYP20A1	cytochrome P450 family 20 subfamily A member 1	
HGNC:2599	Approved	CYP21A1P	cytochrome P450 family 21 subfamily A member 1, pseudogene	CYP21P
HGNC:2599	Approved	CYP21A1P	cytochrome P450 family 21 subfamily A member 1, pseudogene	CYP21A
HGNC:2600	Approved	CYP21A2	cytochrome P450 family 21 subfamily A member 2	CYP21
HGNC:2600	Approved	CYP21A2	cytochrome P450 family 21 subfamily A member 2	CYP21B
HGNC:2602	Approved	CYP24A1	cytochrome P450 family 24 subfamily A member 1	CYP24
HGNC:2603	Approved	CYP26A1	cytochrome P450 family 26 subfamily A member 1	
HGNC:20581	Approved	CYP26B1	cytochrome P450 family 26 subfamily B member 1	
HGNC:20577	Approved	CYP26C1	cytochrome P450 family 26 subfamily C member 1	
HGNC:55836	Approved	CYP26C1-DT	CYP26C1 divergent transcript	
HGNC:2605	Approved	CYP27A1	cytochrome P450 family 27 subfamily A member 1	CYP27
HGNC:2606	Approved	CYP27B1	cytochrome P450 family 27 subfamily B member 1	VDD1
HGNC:2606	Approved	CYP27B1	cytochrome P450 family 27 subfamily B member 1	PDDR
HGNC:33480	Approved	CYP27C1	cytochrome P450 family 27 subfamily C member 1	
HGNC:17449	Approved	CYP39A1	cytochrome P450 family 39 subfamily A member 1	
HGNC:2641	Approved	CYP46A1	cytochrome P450 family 46 subfamily A member 1	CYP46
HGNC:42349	Approved	CYP46A4P	cytochrome P450 family 46 subfamily A member 4, pseudogene	
HGNC:2649	Approved	CYP51A1	cytochrome P450 family 51 subfamily A member 1	CYP51
HGNC:50694	Approved	CYP51A1-AS1	CYP51A1 antisense RNA 1	
HGNC:20245	Approved	CYP51A1P1	cytochrome P450 family 51 subfamily A member 1 pseudogene 1	CYP51P1
HGNC:20251	Approved	CYP51A1P2	cytochrome P450 family 51 subfamily A member 1 pseudogene 2	CYP51P2
HGNC:41991	Approved	CYP51A1P3	cytochrome P450 family 51 subfamily A member 1 pseudogene 3	CYP51P3
HGNC:22432	Approved	CYREN	cell cycle regulator of NHEJ	C7orf49
HGNC:25373	Approved	CYRIA	CYFIP related Rac1 interactor A	FAM49A
HGNC:25216	Approved	CYRIB	CYFIP related Rac1 interactor B	FAM49B
HGNC:18525	Approved	CYS1	cystin 1	
HGNC:17451	Approved	CYSLTR1	cysteinyl leukotriene receptor 1	
HGNC:18274	Approved	CYSLTR2	cysteinyl leukotriene receptor 2	
HGNC:30529	Approved	CYSRT1	cysteine rich tail 1	C9orf169
HGNC:30239	Approved	CYSTM1	cysteine rich transmembrane module containing 1	C5orf32
HGNC:9501	Approved	CYTH1	cytohesin 1	PSCD1
HGNC:54900	Approved	CYTH1P1	CYTH1 pseudogene 1	
HGNC:9502	Approved	CYTH2	cytohesin 2	PSCD2L
HGNC:9502	Approved	CYTH2	cytohesin 2	PSCD2
HGNC:9504	Approved	CYTH3	cytohesin 3	PSCD3
HGNC:9505	Approved	CYTH4	cytohesin 4	PSCD4
HGNC:9506	Approved	CYTIP	cytohesin 1 interacting protein	PSCDBP
HGNC:24435	Approved	CYTL1	cytokine like 1	
HGNC:28717	Approved	CYTOR	cytoskeleton regulator RNA	C2orf59
HGNC:28717	Approved	CYTOR	cytoskeleton regulator RNA	NCRNA00152
HGNC:28717	Approved	CYTOR	cytoskeleton regulator RNA	LINC00152
HGNC:16274	Approved	CYYR1	cysteine and tyrosine rich 1	C21orf95
HGNC:39560	Approved	CYYR1-AS1	CYYR1 antisense RNA 1	
HGNC:26059	Approved	CZIB	CXXC motif containing zinc binding protein	C1orf123
HGNC:55408	Approved	CZIB-DT	CZIB divergent transcript	
HGNC:2659	Entry Withdrawn	CZP2	cataract, zonular pulverulent 2	CAE2
HGNC:28358	Approved	D2HGDH	D-2-hydroxyglutarate dehydrogenase	
HGNC:18142	Approved	DAAM1	dishevelled associated activator of morphogenesis 1	
HGNC:18143	Approved	DAAM2	dishevelled associated activator of morphogenesis 2	
HGNC:40830	Approved	DAAM2-AS1	DAAM2 antisense RNA 1	
HGNC:2661	Approved	DAB1	DAB adaptor protein 1	
HGNC:49443	Approved	DAB1-AS1	DAB1 antisense RNA 1	
HGNC:2662	Approved	DAB2	DAB adaptor protein 2	
HGNC:17294	Approved	DAB2IP	DAB2 interacting protein	
HGNC:2663	Approved	DACH1	dachshund family transcription factor 1	DACH
HGNC:16814	Approved	DACH2	dachshund family transcription factor 2	
HGNC:51902	Approved	DACOR1	DNMT1-associated colon cancer repressed lncRNA 1	
HGNC:17748	Approved	DACT1	dishevelled binding antagonist of beta catenin 1	
HGNC:21231	Approved	DACT2	dishevelled binding antagonist of beta catenin 2	C6orf116
HGNC:30745	Approved	DACT3	dishevelled binding antagonist of beta catenin 3	RRR1
HGNC:44120	Approved	DACT3-AS1	DACT3 antisense RNA 1	
HGNC:2664	Approved	DAD1	defender against cell death 1	
HGNC:18295	Approved	DAD1P1	defender against cell death 1 pseudogene 1	DAD1L
HGNC:2666	Approved	DAG1	dystroglycan 1	
HGNC:1165	Approved	DAGLA	diacylglycerol lipase alpha	C11orf11
HGNC:28923	Approved	DAGLB	diacylglycerol lipase beta	
HGNC:51429	Approved	DALIR	DNMT1-associated long intergenic non-coding RNA	
HGNC:25536	Approved	DALRD3	DALR anticodon binding domain containing 3	
HGNC:28964	Approved	DANCR	differentiation antagonizing non-protein coding RNA	KIAA0114
HGNC:28964	Approved	DANCR	differentiation antagonizing non-protein coding RNA	SNHG13
HGNC:26780	Approved	DAND5	DAN domain BMP antagonist family member 5	
HGNC:50863	Approved	DANT1	DXZ4 associated non-coding transcript 1, proximal	
HGNC:50862	Approved	DANT2	DXZ4 associated non-coding transcript 2, distal	
HGNC:2671	Approved	DAO	D-amino acid oxidase	
HGNC:21191	Approved	DAOA	D-amino acid oxidase activator	
HGNC:30243	Approved	DAOA-AS1	DAOA antisense RNA 1	DAOAAS
HGNC:30243	Approved	DAOA-AS1	DAOA antisense RNA 1	DAOA-AS
HGNC:2672	Approved	DAP	death associated protein	
HGNC:55214	Approved	DAP-DT	DAP divergent transcript	
HGNC:2673	Approved	DAP3	death associated protein 3	
HGNC:17624	Approved	DAP3P1	death associated protein 3 pseudogene 1	DAP3P
HGNC:29762	Approved	DAP3P2	death associated protein 3 pseudogene 2	MRPS29P2
HGNC:2674	Approved	DAPK1	death associated protein kinase 1	
HGNC:43591	Approved	DAPK1-IT1	DAPK1 intronic transcript 1	
HGNC:2675	Approved	DAPK2	death associated protein kinase 2	
HGNC:2676	Approved	DAPK3	death associated protein kinase 3	
HGNC:21490	Approved	DAPL1	death associated protein like 1	
HGNC:16500	Approved	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	
HGNC:2678	Approved	DARS1	aspartyl-tRNA synthetase 1	DARS
HGNC:40170	Approved	DARS1-AS1	DARS1 antisense RNA 1	DARS-AS1
HGNC:25538	Approved	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	
HGNC:26383	Approved	DAW1	dynein assembly factor with WD repeats 1	WDR69
HGNC:2681	Approved	DAXX	death domain associated protein	
HGNC:2682	Approved	DAZ1	deleted in azoospermia 1	DAZ
HGNC:15964	Approved	DAZ2	deleted in azoospermia 2	
HGNC:15965	Approved	DAZ3	deleted in azoospermia 3	
HGNC:15966	Approved	DAZ4	deleted in azoospermia 4	
HGNC:2683	Approved	DAZAP1	DAZ associated protein 1	
HGNC:2684	Approved	DAZAP2	DAZ associated protein 2	
HGNC:43869	Approved	DAZAP2P1	DAZ associated protein 2 pseudogene 1	
HGNC:2685	Approved	DAZL	deleted in azoospermia like	DAZLA
HGNC:43904	Approved	DBET	D4Z4 binding element transcript	
HGNC:17364	Approved	DBF4	DBF4-CDC7 kinase regulatory subunit	
HGNC:17883	Approved	DBF4B	DBF4B-CDC7 kinase regulatory subunit	
HGNC:45059	Approved	DBF4P1	DBF4 pseudogene 1	
HGNC:45060	Approved	DBF4P2	DBF4 pseudogene 2	
HGNC:45061	Approved	DBF4P3	DBF4 pseudogene 3	
HGNC:2689	Approved	DBH	dopamine beta-hydroxylase	
HGNC:24155	Approved	DBH-AS1	DBH antisense RNA 1	NCRNA00118
HGNC:2690	Approved	DBI	diazepam binding inhibitor, acyl-CoA binding protein	
HGNC:2693	Entry Withdrawn	DBIL3	diazepam binding inhibitor-like 3	
HGNC:2694	Entry Withdrawn	DBIL4	diazepam binding inhibitor-like 4	
HGNC:38519	Approved	DBIL5P	diazepam binding inhibitor-like 5, pseudogene	
HGNC:38518	Approved	DBIL5P2	diazepam binding inhibitor-like 5 pseudogene 2	
HGNC:2692	Approved	DBIP1	DBI pseudogene 1	DBIL2
HGNC:2691	Approved	DBIP2	DBI pseudogene 2	DBIL1
HGNC:38517	Approved	DBIP3	DBI pseudogene 3	
HGNC:2695	Approved	DBN1	drebrin 1	D0S117E
HGNC:28455	Approved	DBNDD1	dysbindin domain containing 1	
HGNC:15881	Approved	DBNDD2	dysbindin domain containing 2	C20orf35
HGNC:2696	Approved	DBNL	drebrin like	
HGNC:2697	Approved	DBP	D-box binding PAR bZIP transcription factor	
HGNC:15594	Approved	DBR1	debranching RNA lariats 1	
HGNC:2698	Approved	DBT	dihydrolipoamide branched chain transacylase E2	
HGNC:56480	Approved	DBTP1	DBT pseudogene 1	
HGNC:33185	Approved	DBX1	developing brain homeobox 1	
HGNC:33186	Approved	DBX2	developing brain homeobox 2	
HGNC:55479	Approved	DBX2-AS1	DBX2 antisense RNA 1	
HGNC:30911	Approved	DCAF1	DDB1 and CUL4 associated factor 1	VPRBP
HGNC:20229	Approved	DCAF4	DDB1 and CUL4 associated factor 4	WDR21
HGNC:20229	Approved	DCAF4	DDB1 and CUL4 associated factor 4	WDR21A
HGNC:27723	Approved	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1	WDR21B
HGNC:26657	Approved	DCAF4L2	DDB1 and CUL4 associated factor 4 like 2	WDR21C
HGNC:20224	Approved	DCAF5	DDB1 and CUL4 associated factor 5	WDR22
HGNC:30002	Approved	DCAF6	DDB1 and CUL4 associated factor 6	IQWD1
HGNC:30915	Approved	DCAF7	DDB1 and CUL4 associated factor 7	WDR68
HGNC:24891	Approved	DCAF8	DDB1 and CUL4 associated factor 8	WDR42A
HGNC:55792	Approved	DCAF8-DT	DCAF8 divergent transcript	
HGNC:31810	Approved	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1	WDR42B
HGNC:31811	Approved	DCAF8L2	DDB1 and CUL4 associated factor 8 like 2	WDR42C
HGNC:23686	Approved	DCAF10	DDB1 and CUL4 associated factor 10	WDR32
HGNC:20258	Approved	DCAF11	DDB1 and CUL4 associated factor 11	WDR23
HGNC:19911	Approved	DCAF12	DDB1 and CUL4 associated factor 12	KIAA1892
HGNC:19911	Approved	DCAF12	DDB1 and CUL4 associated factor 12	WDR40A
HGNC:29395	Approved	DCAF12L1	DDB1 and CUL4 associated factor 12 like 1	WDR40B
HGNC:32950	Approved	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	WDR40C
HGNC:24535	Approved	DCAF13	DDB1 and CUL4 associated factor 13	WDSOF1
HGNC:43866	Approved	DCAF13P1	DDB1 and CUL4 associated factor 13 pseudogene 1	
HGNC:43867	Approved	DCAF13P2	DDB1 and CUL4 associated factor 13 pseudogene 2	
HGNC:43868	Approved	DCAF13P3	DDB1 and CUL4 associated factor 13 pseudogene 3	
HGNC:25095	Approved	DCAF15	DDB1 and CUL4 associated factor 15	C19orf72
HGNC:25987	Approved	DCAF16	DDB1 and CUL4 associated factor 16	C4orf30
HGNC:25784	Approved	DCAF17	DDB1 and CUL4 associated factor 17	C2orf37
HGNC:26238	Approved	DCAKD	dephospho-CoA kinase domain containing	
HGNC:24459	Approved	DCANP1	dendritic cell associated nuclear protein 1	C5orf20
HGNC:21479	Approved	DCBLD1	discoidin, CUB and LCCL domain containing 1	
HGNC:24627	Approved	DCBLD2	discoidin, CUB and LCCL domain containing 2	
HGNC:2701	Approved	DCC	DCC netrin 1 receptor	
HGNC:14669	Approved	DCD	dermcidin	
HGNC:20625	Approved	DCDC1	doublecortin domain containing 1	DCDC5
HGNC:18141	Approved	DCDC2	doublecortin domain containing 2	DFNB66
HGNC:32576	Approved	DCDC2B	doublecortin domain containing 2B	
HGNC:32696	Approved	DCDC2C	doublecortin domain containing 2C	
HGNC:13681	Approved	DCHS1	dachsous cadherin-related 1	CDH25
HGNC:13681	Approved	DCHS1	dachsous cadherin-related 1	PCDH16
HGNC:40650	Approved	DCHS1-AS1	DCHS1 antisense RNA 1	
HGNC:23111	Approved	DCHS2	dachsous cadherin-related 2	CDH27
HGNC:23111	Approved	DCHS2	dachsous cadherin-related 2	PCDH23
HGNC:2704	Approved	DCK	deoxycytidine kinase	
HGNC:2700	Approved	DCLK1	doublecortin like kinase 1	DCAMKL1
HGNC:19002	Approved	DCLK2	doublecortin like kinase 2	DCAMKL2
HGNC:19005	Approved	DCLK3	doublecortin like kinase 3	DCAMKL3
HGNC:17660	Approved	DCLRE1A	DNA cross-link repair 1A	
HGNC:17641	Approved	DCLRE1B	DNA cross-link repair 1B	
HGNC:17642	Approved	DCLRE1C	DNA cross-link repair 1C	SCIDA
HGNC:44877	Approved	DCLRE1CP1	DNA cross-link repair 1C pseudogene 1	
HGNC:2705	Approved	DCN	decorin	
HGNC:18714	Approved	DCP1A	decapping mRNA 1A	
HGNC:24451	Approved	DCP1B	decapping mRNA 1B	
HGNC:24452	Approved	DCP2	decapping mRNA 2	
HGNC:29812	Approved	DCPS	decapping enzyme, scavenger	
HGNC:2708	Approved	DCR	Down syndrome chromosome region	
HGNC:26539	Approved	DCST1	DC-STAMP domain containing 1	
HGNC:41147	Approved	DCST1-AS1	DCST1 antisense RNA 1	
HGNC:26562	Approved	DCST2	DC-STAMP domain containing 2	
HGNC:18549	Approved	DCSTAMP	dendrocyte expressed seven transmembrane protein	TM7SF4
HGNC:2709	Approved	DCT	dopachrome tautomerase	TYRP2
HGNC:2710	Approved	DCTD	dCMP deaminase	
HGNC:2711	Approved	DCTN1	dynactin subunit 1	
HGNC:44151	Approved	DCTN1-AS1	DCTN1 antisense RNA 1	
HGNC:2712	Approved	DCTN2	dynactin subunit 2	
HGNC:2713	Approved	DCTN3	dynactin subunit 3	
HGNC:15518	Approved	DCTN4	dynactin subunit 4	
HGNC:24594	Approved	DCTN5	dynactin subunit 5	
HGNC:16964	Approved	DCTN6	dynactin subunit 6	
HGNC:55241	Approved	DCTN6-DT	DCTN6 divergent transcript	
HGNC:28777	Approved	DCTPP1	dCTP pyrophosphatase 1	
HGNC:18184	Approved	DCUN1D1	defective in cullin neddylation 1 domain containing 1	
HGNC:20328	Approved	DCUN1D2	defective in cullin neddylation 1 domain containing 2	C13orf17
HGNC:39889	Approved	DCUN1D2-AS	DCUN1D2 antisense RNA	DCUN1D2-AS2
HGNC:39888	Entry Withdrawn	DCUN1D2-AS1	DCUN1D2 antisense RNA 1	
HGNC:28734	Approved	DCUN1D3	defective in cullin neddylation 1 domain containing 3	
HGNC:28998	Approved	DCUN1D4	defective in cullin neddylation 1 domain containing 4	
HGNC:28409	Approved	DCUN1D5	defective in cullin neddylation 1 domain containing 5	
HGNC:2714	Approved	DCX	doublecortin	
HGNC:18985	Approved	DCXR	dicarbonyl and L-xylulose reductase	
HGNC:54083	Approved	DCXR-DT	DCXR divergent transcript	
HGNC:28360	Approved	DDA1	DET1 and DDB1 associated 1	C19orf58
HGNC:2715	Approved	DDAH1	dimethylarginine dimethylaminohydrolase 1	
HGNC:2716	Approved	DDAH2	DDAH family member 2, ADMA-independent	
HGNC:2717	Approved	DDB1	damage specific DNA binding protein 1	
HGNC:2718	Approved	DDB2	damage specific DNA binding protein 2	
