gene	transcript	UniProt_id	mean_am_pathogenicity	mean_am_pathogenicity_bin	exp_lof	mean_phylop	mean_phylop_bin	oe_lof_upper	oe_lof_upper_bin	loeuf_low_powered
CSDE1	ENST00000534699	O75534	0.578568178	1	41.75	5.230139732	0	0.151	0	FALSE
NLK	ENST00000407008	Q9UBE8	0.578560478	1	26.497	4.624613285	0	0.113	0	FALSE
EPHB3	ENST00000330394	P54753	0.578550229	1	45.242	3.582857847	0	0.375	1	FALSE
IRF2BPL	ENST00000238647	Q9H1B7	0.578477966	1	19.139	2.495233774	2	0.405	1	FALSE
ARMC1	ENST00000276569	Q9NVT9	0.578422194	1	13.497	2.29189682	2	0.466	2	FALSE
TNNI1	ENST00000367312	P19237	0.5783973	1	11.546	2.151203632	3	1.249	6	FALSE
ZIC4	ENST00000473123	Q8N9L1	0.578320993	1	13.868	4.097529411	0	0.854	4	FALSE
CSE1L	ENST00000262982	P55060	0.578301884	1	53.824	4.69382143	0	0.117	0	FALSE
IPO5	ENST00000490680	O00410	0.5782644	1	61.991	5.128712654	0	0.102	0	FALSE
CCND2	ENST00000261254	P30279	0.578222735	1	13.042	1.558387399	4	0.229	0	FALSE
SYP	ENST00000479808	P08247	0.578217998	1	12.139	1.886716723	3	0.246	0	FALSE
KIF3A	ENST00000378746	Q9Y496	0.578202008	1	38.225	2.001036882	3	0.344	1	FALSE
NPR2	ENST00000342694	P20594	0.578200746	1	53.976	3.256901264	1	0.495	2	FALSE
HCN2	ENST00000251287	Q9UL51	0.578183319	1	23.478	2.740519047	1	0.448	1	FALSE
SHOX	ENST00000381578	O15266	0.578174811	1	12.218	0.961719692	6	0.515	2	FALSE
HMBOX1	ENST00000397358	Q6NT76	0.578144149	1	27.046	2.792009115	1	0.233	0	FALSE
PPAPDC1A	ENST00000398250	Q5VZY2	0.578105313	1	14.086	2.830830574	1	1.025	5	FALSE
UGDH	ENST00000506179	O60701	0.578080282	1	21.759	2.738108635	1	0.722	3	FALSE
MED11	ENST00000293777	Q9P086	0.578025272	1	5.9243	1.758284688	4	1.933	9	TRUE
LRP1	ENST00000243077	Q07954	0.57790807	1	246.94	4.053877831	0	0.058	0	FALSE
PTP4A3	ENST00000329397	O75365	0.577804378	1	6.9145	0.118528545	9	1.119	6	TRUE
RPS6KA2	ENST00000265678	Q15349	0.577746074	1	44.392	1.292293906	5	0.438	1	FALSE
KLHL24	ENST00000242810	Q6TFL4	0.577673789	1	24.151	1.741306186	4	0.65	3	FALSE
RBM3	ENST00000376755	P98179	0.57760595	1	5.7708	2.008013964	3	0.519	2	TRUE
FBXO38	ENST00000340253	Q6PIJ6	0.577530081	1	60.236	3.863405704	0	0.261	0	FALSE
EIF2S2	ENST00000374980	P20042	0.577514941	1	18.432	2.807458878	1	0.342	1	FALSE
UCK1	ENST00000372215	Q9HA47	0.57748646	1	14.927	1.301187277	5	0.881	4	FALSE
ARPC5	ENST00000359856	O15511	0.577387288	1	5.8354	0.533957183	8	0.513	2	TRUE
PATZ1	ENST00000266269	Q9HBE1	0.577285846	1	20.7	2.592517376	2	0.229	0	FALSE
RAB3D	ENST00000589655	O95716	0.577239498	1	9.2219	3.147248983	1	1.544	8	TRUE
MRTO4	ENST00000330263	Q9UKD2	0.577172435	1	12.984	1.332347035	5	0.23	0	FALSE
MAP2K5	ENST00000178640	Q13163	0.577062312	1	35.771	2.668376684	1	0.509	2	FALSE
U2SURP	ENST00000473835	O15042	0.577035288	1	61.22	2.647470236	1	0.077	0	FALSE
XPR1	ENST00000367590	Q9UBH6	0.577034438	1	40.444	1.899875641	3	0.156	0	FALSE
MED30	ENST00000297347	Q96HR3	0.577023871	1	9.35	2.838088512	1	0.673	3	TRUE
BIN3	ENST00000276416	Q9NQY0	0.576930735	1	16.625	2.053080082	3	1.597	8	FALSE
HID1	ENST00000425042	Q8IV36	0.57678588	1	36.044	3.330471992	0	0.471	2	FALSE
KIF3B	ENST00000375712	O15066	0.576691571	1	34.854	2.343089342	2	0.451	1	FALSE
PRDX1	ENST00000319248	Q06830	0.576666293	1	8.5871	3.02934289	1	1.905	9	TRUE
SEPT5	ENST00000455784	Q99719	0.576658003	1	21.563	2.289781809	2	0.36	1	FALSE
STK25	ENST00000401869	O00506	0.576605049	1	24.648	2.598399639	2	0.533	2	FALSE
DNAJB4	ENST00000370763	Q9UDY4	0.576554152	1	12.682	2.363482475	2	0.829	4	FALSE
PDZD11	ENST00000374454	Q5EBL8	0.576532122	1	6.7793	2.849410772	1	0.928	4	TRUE
KCTD20	ENST00000373731	Q7Z5Y7	0.576522751	1	18.233	1.064509034	6	0.792	4	FALSE
KCNG3	ENST00000306078	Q8TAE7	0.576441779	1	12.159	1.711956263	4	0.638	3	FALSE
PPM1L	ENST00000498165	Q5SGD2	0.576414618	1	14.493	0.718162298	7	0.535	2	FALSE
CNN1	ENST00000252456	P51911	0.57639331	1	14.302	2.532036066	2	0.64	3	FALSE
AP3M2	ENST00000396926	P53677	0.576382093	1	18.588	1.809308529	4	1.112	5	FALSE
GULP1	ENST00000409609	Q9UBP9	0.576355473	1	16.884	2.708189249	1	0.459	2	FALSE
SYMPK	ENST00000245934	Q92797	0.576326846	1	58.759	3.57330966	0	0.179	0	FALSE
PLCG1	ENST00000373271	P19174	0.576289982	1	81.976	2.459837198	2	0.383	1	FALSE
NFIX	ENST00000592199	Q14938	0.576229808	1	21.271	5.348368645	0	0.14	0	FALSE
MAF1	ENST00000532522	Q9H063	0.576229624	1	13.731	2.066111803	3	0.345	1	FALSE
LMNA	ENST00000368300	P02545	0.576196963	1	30.183	2.618578911	2	0.209	0	FALSE
IDE	ENST00000265986	P14735	0.576186601	1	58.706	3.262154102	1	0.414	1	FALSE
ENOX2	ENST00000338144	Q16206	0.576158519	1	23.175	2.442527056	2	0.892	4	FALSE
UPF3B	ENST00000276201	Q9BZI7	0.57614556	1	21.553	2.471437454	2	0.292	1	FALSE
SLC7A5	ENST00000261622	Q01650	0.576112053	1	20.443	1.029637218	6	0.514	2	FALSE
FBXO28	ENST00000366862	Q9NVF7	0.575959998	1	17.499	1.860259652	3	0.271	0	FALSE
BAX	ENST00000345358	Q07812	0.575953937	1	11.021	1.824347138	4	0.704	3	FALSE
GTF2H4	ENST00000376316	Q92759	0.575946072	1	28.481	3.752838612	0	0.811	4	FALSE
CCT3	ENST00000295688	P49368	0.575938159	1	30.666	4.243644714	0	0.097	0	FALSE
CKMT1A	ENST00000413453	P12532	0.575837083	1	10.456	2.935952902	1	1.598	8	FALSE
PYGB	ENST00000216962	P11216	0.575769922	1	44.402	2.643296003	2	0.891	4	FALSE
TRPC1	ENST00000476941	P48995	0.575768517	1	38.457	3.240760565	1	0.473	2	FALSE
MYH2	ENST00000397183	Q9UKX2	0.57571342	1	97.119	4.277144432	0	0.686	3	FALSE
B3GAT1	ENST00000524765	Q9P2W7	0.575556633	1	14.239	0.66539669	7	0.643	3	FALSE
PBRM1	ENST00000296302	Q86U86	0.575458441	1	88.09	4.824374199	0	0.119	0	FALSE
MID1	ENST00000380787	O15344	0.575388058	1	20.731	2.225034237	2	0.304	1	FALSE
AGPAT1	ENST00000336984	Q99943	0.57538757	1	15.46	1.583130121	4	0.307	1	FALSE
NRBP1	ENST00000379852	Q9UHY1	0.575350707	1	35.237	3.977773666	0	0.135	0	FALSE
GABBR2	ENST00000259455	O75899	0.575345099	1	46.443	3.270828247	0	0.167	0	FALSE
DDX1	ENST00000233084	Q92499	0.575232109	1	46.31	4.769072056	0	0.284	0	FALSE
EIF3A	ENST00000541549	Q14152	0.575203337	1	88.938	4.104492664	0	0.133	0	FALSE
SRPK2	ENST00000489828	P78362	0.575200035	1	38.218	4.256723881	0	0.275	0	FALSE
DENND5A	ENST00000328194	Q6IQ26	0.575182903	1	64.624	4.474706173	0	0.376	1	FALSE
GIT1	ENST00000225394	Q9Y2X7	0.575165018	1	40.208	2.699099302	1	0.228	0	FALSE
KCNC4	ENST00000369787	Q03721	0.575146183	1	17.969	0.507493794	8	0.732	3	FALSE
INTS9	ENST00000521022	Q9NV88	0.57502568	1	32.922	4.028202057	0	0.738	3	FALSE
NPEPPS	ENST00000322157	P55786	0.574983422	1	47.965	3.952058077	0	0.062	0	FALSE
March1	ENST00000503008	Q8TCQ1	0.574931652	1	15.369	0.963422835	6	0.771	3	FALSE
HIAT1	ENST00000370152	Q96MC6	0.574911374	1	28.646	4.012211323	0	0.32	1	FALSE
FAM19A2	ENST00000551619	Q8N3H0	0.574895462	1	8.6602	1.800349355	4	0.727	3	TRUE
MAT1A	ENST00000372213	Q00266	0.574873842	1	17.832	1.414792418	5	0.809	4	FALSE
PSMB1	ENST00000262193	P20618	0.574862054	1	10.845	3.658680916	0	0.276	0	FALSE
KDM2A	ENST00000529006	Q9Y2K7	0.574830091	1	65.547	2.633302212	2	0.045	0	FALSE
WNT3A	ENST00000284523	P56704	0.574747216	1	14.822	1.329821706	5	0.32	1	FALSE
TFDP1	ENST00000375370	Q14186	0.574704861	1	19.829	3.048725605	1	0.318	1	FALSE
DIRAS1	ENST00000585334	O95057	0.57469521	1	4.9166	3.876356602	0	0.962	5	TRUE
ZYG11B	ENST00000294353	Q9C0D3	0.574682967	1	36.338	1.606296539	4	0.252	0	FALSE
DIMT1	ENST00000199320	Q9UNQ2	0.57467351	1	19.948	1.628323078	4	1.036	5	FALSE
GBAS	ENST00000322090	O75323	0.574545713	1	20.64	2.289851427	2	1.119	6	FALSE
BOD1	ENST00000311086	Q96IK1	0.574534753	1	7.5065	1.023439884	6	0.839	4	TRUE
TMEM145	ENST00000301204	Q8NBT3	0.574533219	1	30.055	2.976575613	1	0.809	4	FALSE
CIRBP	ENST00000320936	Q14011	0.574524029	1	12.973	2.834673882	1	0.598	2	FALSE
NAA35	ENST00000361671	Q5VZE5	0.574461075	1	46.127	2.143630505	3	0.136	0	FALSE
ATP8A1	ENST00000381668	Q9Y2Q0	0.574444631	1	77.211	2.554821968	2	0.346	1	FALSE
STK11	ENST00000326873	Q15831	0.574391807	1	19.368	2.421954155	2	0.245	0	FALSE
CDK4	ENST00000257904	P11802	0.574375453	1	16.384	1.94790411	3	0.642	3	FALSE
KDM5A	ENST00000399788	P29375	0.574369655	1	88.683	2.515391827	2	0.163	0	FALSE
SERBP1	ENST00000370995	Q8NC51	0.574357241	1	26.277	2.710495472	1	0.181	0	FALSE
VWA9	ENST00000313182	Q96SY0	0.574302201	1	26.014	3.447259426	0	0.888	4	FALSE
NDRG4	ENST00000570248	Q9ULP0	0.574241408	1	24.954	1.71844995	4	0.779	3	FALSE
EIF4EBP2	ENST00000373218	Q13542	0.574180408	1	4.0396	0.484448433	8	1.159	6	TRUE
TRA2A	ENST00000297071	Q13595	0.574162421	1	24.408	2.947617292	1	0.591	2	FALSE
KCTD6	ENST00000355076	Q8NC69	0.574138874	1	8.5739	2.184322596	3	1.067	5	TRUE
ANO4	ENST00000392977	Q32M45	0.574077539	1	65.509	4.29671669	0	0.426	1	FALSE
CACNA2D1	ENST00000356253	P54289	0.57405541	1	74.638	3.761186361	0	0.244	0	FALSE
EIF2S3L	ENST00000538173	Q2VIR3	0.573952766	1	9.0426	3.374135971	0	1.306	6	TRUE
KLHL9	ENST00000359039	Q9P2J3	0.573925624	1	18.837	2.073502064	3	0.412	1	FALSE
FRRS1L	ENST00000561981	Q9P0K9	0.573864214	1	10.88	0.72420603	7	1.088	5	FALSE
YAP1	ENST00000282441	P46937	0.573834768	1	24.95	2.166135073	3	0.19	0	FALSE
TAGLN2	ENST00000320307	P37802	0.573773571	1	11.259	2.998324394	1	0.934	4	FALSE
EPHA4	ENST00000409938	P54764	0.573727501	1	51.833	4.746623516	0	0.177	0	FALSE
ATP1B1	ENST00000367815	P05026	0.573706303	1	19.546	3.334448099	0	0.153	0	FALSE
GNAT3	ENST00000398291	A8MTJ3	0.573661036	1	16.517	3.686117887	0	1.027	5	FALSE
CDK3	ENST00000425876	Q00526	0.573608195	1	15.434	2.229691505	2	1.259	6	FALSE
CRABP1	ENST00000299529	P29762	0.57358389	1	6.2415	2.86013031	1	1.441	7	TRUE
TBC1D22B	ENST00000373491	Q9NU19	0.573579394	1	31.492	2.57592392	2	0.499	2	FALSE
ST8SIA3	ENST00000324000	O43173	0.573550538	1	15.205	0.904717147	6	0.414	1	FALSE
RABGGTB	ENST00000319942	P53611	0.573509817	1	19.49	3.589417934	0	0.675	3	FALSE
RASD1	ENST00000225688	Q9Y272	0.57350753	1	6.5258	2.21397543	2	1.184	6	TRUE
PTPRT	ENST00000373187	O14522	0.573485685	1	80.342	1.791057825	4	0.18	0	FALSE
CLIC2	ENST00000369449	O15247	0.573469848	1	7.1263	1.198120117	6	1.086	5	TRUE
LDOC1	ENST00000370526	O95751	0.573454311	1	2.1564	0.345761985	8	1.284	6	TRUE
POLR2F	ENST00000442738	P61218	0.573331824	1	12.007	1.789780259	4	0.876	4	FALSE
ZSWIM6	ENST00000252744	Q9HCJ5	0.573260418	1	44.276	4.626317501	0	0.067	0	FALSE
ARL6IP5	ENST00000273258	O75915	0.573172353	1	4.9621	1.545889854	4	1.254	6	TRUE
ADCY5	ENST00000462833	O95622	0.573139075	1	51.765	2.616481066	2	0.254	0	FALSE
C2CD5	ENST00000333957	Q86YS7	0.573114964	1	52.808	3.478375673	0	0.705	3	FALSE
LUC7L	ENST00000293872	Q9NQ29	0.573113839	1	23.271	3.711922169	0	0.452	2	FALSE
INSIG1	ENST00000340368	O15503	0.573102835	1	10.583	1.729130387	4	1.119	6	FALSE
LIN28A	ENST00000326279	Q9H9Z2	0.57309814	1	8.9011	1.452977538	5	1.028	5	TRUE
EIF3H	ENST00000521861	O15372	0.573038596	1	19.991	1.438233495	5	0.592	2	FALSE
FHL2	ENST00000408995	Q14192	0.573006264	1	13.886	3.049829006	1	1.131	6	FALSE
NR1H2	ENST00000593926	P55055	0.572954635	1	22.233	2.771093369	1	0.473	2	FALSE
CTDSPL	ENST00000273179	O15194	0.572942283	1	12.324	1.595680475	4	0.961	5	FALSE
UCHL3	ENST00000377595	P15374	0.572893328	1	15.799	4.020933628	0	1.308	6	FALSE
PPTC7	ENST00000354300	Q8NI37	0.572865891	1	13.232	2.282049656	2	0.359	1	FALSE
HSP90B1	ENST00000299767	P14625	0.572855406	1	43.717	4.808326721	0	0.271	0	FALSE
AICDA	ENST00000229335	Q9GZX7	0.572782533	1	11.797	0.963872313	6	1.329	7	FALSE
ATP5C1	ENST00000356708	P36542	0.572752758	1	17.773	4.181263447	0	0.812	4	FALSE
NRXN2	ENST00000265459	Q9P2S2	0.572704223	1	60.814	3.291907787	0	0.258	0	FALSE
DDX3Y	ENST00000336079	O15523	0.572650964	1	10.419	4.550010681	0	0.287	0	FALSE
ANKRA2	ENST00000296785	Q9H9E1	0.572646695	1	17.035	2.465414524	2	1.069	5	FALSE
GABRG1	ENST00000295452	Q8N1C3	0.572558477	1	20.987	0.929271698	6	0.808	4	FALSE
GID8	ENST00000266069	Q9NWU2	0.572543376	1	13.302	0.728439748	7	0.357	1	FALSE
ELMO2	ENST00000396391	Q96JJ3	0.572512552	1	45.827	3.294563055	0	0.556	2	FALSE
KIF5B	ENST00000302418	P33176	0.572397565	1	59.43	3.123027325	1	0.285	0	FALSE
GRID2	ENST00000282020	O43424	0.572386745	1	53.752	3.739166021	0	0.17	0	FALSE
TXN	ENST00000374517	P10599	0.572362068	1	6.8196	1.496232033	5	0.923	4	TRUE
MORF4L2	ENST00000433176	Q15014	0.57225119	1	5.5025	2.643013239	2	0.544	2	TRUE
SLC35A3	ENST00000465289	Q9Y2D2	0.572213156	1	11.006	1.254914165	5	0.955	5	FALSE
USP3	ENST00000380324	Q9Y6I4	0.57217944	1	30.336	1.735275626	4	0.156	0	FALSE
RIMKLB	ENST00000538135	Q9ULI2	0.572173187	1	15.785	2.086426497	3	0.491	2	FALSE
PPP5C	ENST00000012443	P53041	0.572051722	1	30.098	3.662235498	0	0.209	0	FALSE
EXT1	ENST00000378204	Q16394	0.571937917	1	35.012	2.039103746	3	0.261	0	FALSE
GPS1	ENST00000306823	Q13098	0.57193238	1	25.532	3.775901794	0	0.186	0	FALSE
CACNG8	ENST00000270458	Q8WXS5	0.571892383	1	10.33	0.355378866	8	0.289	0	FALSE
LHX2	ENST00000373615	P50458	0.571833983	1	13.373	3.692549944	0	0.224	0	FALSE
ZDHHC7	ENST00000313732	Q9NXF8	0.571818126	1	15.684	1.361045241	5	0.67	3	FALSE
TMEM39A	ENST00000319172	Q9NV64	0.571817347	1	22.927	1.800046802	4	0.338	1	FALSE
ANKRD13C	ENST00000370944	Q8N6S4	0.571796317	1	31.292	1.904169202	3	0.248	0	FALSE
CRYAA	ENST00000291554	P02489	0.571786756	1	6.3768	1.879477501	3	0.986	5	TRUE
ASIC2	ENST00000359872	Q16515	0.571773123	1	23.521	3.045173883	1	0.268	0	FALSE
PLXNA1	ENST00000393409	Q9UIW2	0.571755832	1	88.063	2.82333231	1	0.262	0	FALSE
SLC4A4	ENST00000264485	Q9Y6R1	0.571751919	1	48.924	2.795618057	1	0.295	1	FALSE
ABLIM1	ENST00000277895	O14639	0.571574862	1	48.155	4.107823372	0	0.326	1	FALSE
VBP1	ENST00000286428	P61758	0.571521182	1	7.0197	2.24644804	2	0.426	1	TRUE
NDUFA3	ENST00000485876	O95167	0.571393419	1	4.0806	0.769901514	7	1.473	7	TRUE
EGLN1	ENST00000366641	Q9GZT9	0.571351528	1	15.652	1.715416431	4	0.303	1	FALSE
PAN3	ENST00000380958	Q58A45	0.571336539	1	41.955	3.682491064	0	0.15	0	FALSE
PLCB4	ENST00000378493	Q15147	0.571332799	1	75.859	3.773886919	0	0.445	1	FALSE
NHP2	ENST00000274606	Q9NX24	0.571320474	1	7.1545	2.290605783	2	1.082	5	TRUE
ETS1	ENST00000319397	P14921	0.571269107	1	23.091	3.399300098	0	0.336	1	FALSE
RPS6KB1	ENST00000225577	P23443	0.571244217	1	33.167	2.985864639	1	0.317	1	FALSE
PRDM12	ENST00000253008	Q9H4Q4	0.571209267	1	12.886	2.233627558	2	0.368	1	FALSE
MAPRE2	ENST00000300249	Q15555	0.57108515	1	19.097	2.196012259	3	0.406	1	FALSE
KCTD3	ENST00000259154	Q9Y597	0.571026358	1	44.217	2.785261154	1	0.412	1	FALSE
CLVS2	ENST00000275162	Q5SYC1	0.570955664	1	12.212	0.775089979	7	0.861	4	FALSE
TAGLN	ENST00000532870	Q01995	0.570798217	1	8.5516	1.324657917	5	0.907	4	TRUE
SLC8A3	ENST00000381269	P57103	0.570751812	1	30.759	3.052639246	1	0.592	2	FALSE
DUSP1	ENST00000239223	P28562	0.570725898	1	11.466	3.009517908	1	0.917	4	FALSE
NUDT16L1	ENST00000304301	Q9BRJ7	0.570522465	1	6.3797	0.828528583	7	1.725	8	TRUE
IFT20	ENST00000585313	Q8IY31	0.570503399	1	7.1975	2.295445919	2	0.659	3	TRUE
RHOU	ENST00000366691	Q7L0Q8	0.570492739	1	8.3015	0.763226032	7	0.934	4	TRUE
TMEM164	ENST00000372068	Q5U3C3	0.570473317	1	9.0987	0.967921138	6	0.329	1	TRUE
GNA12	ENST00000275364	Q03113	0.570455795	1	10.843	1.1248281	6	0.276	0	FALSE
UPF2	ENST00000397053	Q9HAU5	0.570454809	1	63.417	4.376141548	0	0.099	0	FALSE
IMP3	ENST00000403490	Q9NV31	0.570372945	1	3.8025	1.252615929	5	1.966	9	TRUE
TRIM2	ENST00000437508	Q9C040	0.570283229	1	31.608	3.600464106	0	0.245	0	FALSE
NXT1	ENST00000254998	Q9UKK6	0.57026013	1	3.3442	1.718468189	4	0.888	4	TRUE
RAB27B	ENST00000262094	O00194	0.570256026	1	10.681	0.711958766	7	0.857	4	FALSE
LPHN1	ENST00000340736	O94910	0.570250469	1	70.251	2.563853741	2	0.187	0	FALSE
RNF122	ENST00000256257	Q9H9V4	0.570243823	1	9.9967	1.289683819	5	0.776	3	TRUE
WDFY1	ENST00000233055	Q8IWB7	0.570118358	1	24.219	1.398667693	5	0.752	3	FALSE
CDC23	ENST00000394886	Q9UJX2	0.57011704	1	36.402	2.982210636	1	0.289	0	FALSE
XAB2	ENST00000358368	Q9HCS7	0.570102773	1	50.8	3.159476042	1	0.309	1	FALSE
HSPA1L	ENST00000375654	P34931	0.570032895	1	14.765	3.150288105	1	1.233	6	FALSE
C20orf24	ENST00000373852	Q9BUV8	0.56996899	1	8.8354	2.585173845	2	0.537	2	TRUE
PCYT1A	ENST00000431016	P49585	0.569958739	1	21.218	1.237374187	5	0.858	4	FALSE
PGAP2	ENST00000463452	Q9UHJ9	0.569943361	1	10.303	3.162602663	1	0.29	0	FALSE
FAM76B	ENST00000358780	Q5HYJ3	0.569928378	1	21.832	2.483806133	2	0.482	2	FALSE
PAX7	ENST00000420770	P23759	0.569912157	1	21.186	1.668954253	4	0.621	3	FALSE
ANP32A	ENST00000465139	P39687	0.569887979	1	13.735	2.276999474	2	0.218	0	FALSE
FGF20	ENST00000180166	Q9NP95	0.569878844	1	5.553	1.974442959	3	0.539	2	TRUE
GNG2	ENST00000556752	P59768	0.569843602	1	1.9865	1.004637837	6	1.354	7	TRUE
GMPPB	ENST00000308388	Q9Y5P6	0.569833836	1	18.009	3.216005564	1	1.08	5	FALSE
HECA	ENST00000367658	Q9UBI9	0.569820126	1	16.033	1.70337534	4	0.484	2	FALSE
CLPP	ENST00000245816	Q16740	0.569734256	1	11.148	1.151551723	6	0.565	2	FALSE
FAM172A	ENST00000395965	Q8WUF8	0.569713981	1	23.411	1.883460641	3	0.725	3	FALSE
VPRBP	ENST00000423656	Q9Y4B6	0.569685874	1	43.353	3.844987631	0	0.109	0	FALSE
HM13	ENST00000340852	Q8TCT9	0.569603725	1	19.28	3.525396109	0	0.402	1	FALSE
CADPS2	ENST00000449022	Q86UW7	0.569597749	1	70.652	3.33668828	0	0.344	1	FALSE
SRPK1	ENST00000373825	Q96SB4	0.569498038	1	38.638	2.519114733	2	0.598	2	FALSE
PFKP	ENST00000381125	Q01813	0.569494899	1	45.158	3.801445007	0	1.153	6	FALSE
PLXNA4	ENST00000359827	Q9HCM2	0.569419145	1	84.774	2.126339197	3	0.229	0	FALSE
RASD2	ENST00000216127	Q96D21	0.569285425	1	6.4389	1.08097589	6	0.737	3	TRUE
ABCC9	ENST00000261201	O60706	0.569222228	1	82.681	4.671890736	0	0.492	2	FALSE
EXOC7	ENST00000335146	Q9UPT5	0.56920747	1	40.957	2.919316053	1	0.652	3	FALSE
RERE	ENST00000400908	Q9P2R6	0.56918723	1	64.749	3.274848938	0	0.12	0	FALSE
FBXL3	ENST00000355619	Q9UKT7	0.569181926	1	16.464	2.33581543	2	0.288	0	FALSE
DGKB	ENST00000403951	Q9Y6T7	0.569167562	1	45.964	2.142210007	3	0.369	1	FALSE
FGF8	ENST00000344255	P55075	0.569164267	1	11.919	2.555673361	2	0.528	2	FALSE
HIGD1A	ENST00000418900	Q9Y241	0.569051239	1	4.6681	0.981121004	6	1.323	7	TRUE
PRDM5	ENST00000264808	Q9NQX1	0.568997234	1	36.053	1.736631751	4	0.839	4	FALSE
PGD	ENST00000270776	P52209	0.568928279	1	26.546	3.111078978	1	0.292	1	FALSE
SLC4A7	ENST00000295736	Q9Y6M7	0.568906246	1	57.206	2.782501936	1	0.34	1	FALSE
PSMB2	ENST00000373237	P49721	0.568872876	1	12.282	0.805543602	7	0.386	1	FALSE
GDF11	ENST00000257868	O95390	0.568866655	1	15.92	1.112187147	6	0.298	1	FALSE
MTSS1L	ENST00000338779	Q765P7	0.568864875	1	34.001	1.903113246	3	0.309	1	FALSE
ARL14EP	ENST00000282032	Q8N8R7	0.568852692	1	9.0864	1.224108696	5	0.693	3	TRUE
SFXN5	ENST00000272433	Q8TD22	0.56884983	1	22.07	1.114712715	6	0.769	3	FALSE
FEZF2	ENST00000475839	Q8TBJ5	0.568818364	1	13.484	3.083549023	1	0.222	0	FALSE
FGFR2	ENST00000358487	P21802	0.568813103	1	43.041	3.554543257	0	0.275	0	FALSE
PPP2R4	ENST00000337738	Q15257	0.56873719	1	20.842	1.789008975	4	0.302	1	FALSE
NXPH2	ENST00000272641	O95156	0.5687276	1	8.3382	1.89589107	3	0.359	1	TRUE
NAPB	ENST00000377026	Q9H115	0.5686877	1	18.069	1.276223302	5	0.582	2	FALSE
SLC25A31	ENST00000281154	Q9H0C2	0.568639023	1	16.643	1.936970115	3	1.387	7	FALSE
ZSWIM5	ENST00000359600	Q9P217	0.56855269	1	54.767	3.111565828	1	0.4	1	FALSE
UCP2	ENST00000310473	P55851	0.568549158	1	14.838	2.697091341	1	1.549	8	FALSE
NDUFA4	ENST00000339600	O00483	0.568510569	1	5.4332	0.392904222	8	1.4	7	TRUE
FKBP1B	ENST00000380986	P68106	0.568433675	1	4.9742	2.78652215	1	0.951	5	TRUE
GLG1	ENST00000422840	Q92896	0.568414951	1	74.03	3.709867239	0	0.195	0	FALSE
PTPRK	ENST00000368215	Q15262	0.568412021	1	80.676	4.764901161	0	0.316	1	FALSE
THAP11	ENST00000303596	Q96EK4	0.568366501	1	10.14	2.300537825	2	0.468	2	FALSE
AMMECR1L	ENST00000393001	Q6DCA0	0.568300489	1	18.622	2.5870924	2	0.255	0	FALSE
DGKZ	ENST00000456247	Q13574	0.568214678	1	61.397	3.270957947	0	0.317	1	FALSE
DCUN1D4	ENST00000334635	Q92564	0.568211819	1	19.992	2.098915815	3	0.592	2	FALSE
UBTD2	ENST00000393792	Q8WUN7	0.568008992	1	6.593	1.680712223	4	0.954	5	TRUE
RAB9B	ENST00000243298	Q9NP90	0.567945046	1	4.3785	1.666624546	4	0.683	3	TRUE
OSBP	ENST00000263847	P22059	0.567905527	1	45.477	2.419532776	2	0.26	0	FALSE
PFKL	ENST00000349048	P17858	0.567897973	1	40.431	3.151661158	1	1.035	5	FALSE
UGP2	ENST00000337130	Q16851	0.56789535	1	20.657	3.861820936	0	1.118	6	FALSE
RBM47	ENST00000295971	A0AV96	0.567880473	1	21.545	2.41138792	2	0.292	1	FALSE
BEND5	ENST00000371833	Q7L4P6	0.567811553	1	15.97	3.571225643	0	0.658	3	FALSE
SFPQ	ENST00000357214	P23246	0.567808571	1	31.306	2.578438044	2	0.152	0	FALSE
LMX1B	ENST00000373474	O60663	0.567799041	1	22.072	0.973186314	6	0.285	0	FALSE
OSR1	ENST00000272223	Q8TAX0	0.567793382	1	6.5063	2.329083443	2	0.46	2	TRUE
SSNA1	ENST00000322310	O43805	0.567725692	1	4.7551	0.714982569	7	1.834	9	TRUE
FBXO31	ENST00000311635	Q5XUX0	0.567699556	1	23.001	0.773653567	7	0.457	2	FALSE
SEPT3	ENST00000396426	Q9UH03	0.567654976	1	21.802	2.570257425	2	0.543	2	FALSE
FGF16	ENST00000439435	O43320	0.567649801	1	4.601	2.810954809	1	0.65	3	TRUE
MDH2	ENST00000315758	P40926	0.567627525	1	14.678	2.110131264	3	0.807	4	FALSE
PARP8	ENST00000281631	Q8N3A8	0.567541284	1	55.906	2.304785252	2	0.391	1	FALSE
NLGN2	ENST00000302926	Q8NFZ4	0.567536522	1	23.633	2.385940313	2	0.126	0	FALSE
RIMS4	ENST00000372851	Q9H426	0.567529601	1	11.574	1.217238784	5	0.67	3	FALSE
LHFPL2	ENST00000380345	Q6ZUX7	0.567321431	1	7.4452	0.998298943	6	1.041	5	TRUE
KIN	ENST00000379562	O60870	0.567301954	1	28.146	NA	NA	0.734	3	FALSE
MGAT4B	ENST00000292591	Q9UQ53	0.567259683	1	29.955	3.21083045	1	0.482	2	FALSE
OPA1	ENST00000361828	O60313	0.567225002	1	68.654	2.541683674	2	0.247	0	FALSE
ITGB1	ENST00000396033	P05556	0.567173137	1	38.712	3.286542177	0	0.306	1	FALSE
